CP_ID;Product_type;Product_name;Markets;Serving_size;Energy.kcal;Proteins.g;Carbohydrates.g;Sugars.g;Add_sugars.g;Fat.g;Saturated_fat.g;Trans_fat.g;Cholesterol.mg;Fibre.g;Sodium.mg;Total_whole;Vitamin_D.mcg;Vitamin_C.mg;Vitamin_B1.mg;Vitamin_B2.mg;Vitamin_B3.mg;Vitamin_B6.mg;Vitamin_B9.mcg;Vitamin_B5.mg;Vitamin_B12.mcg;Vitamin_B8.mg;Vitamin_A.mg;Vitamin_E.mg;Calcium.mg;Iron.mg;Zinc.mg;Phosphorus.mg;Selenium.mg;Magnesium.mg;Region;volume
CP_190;RTE;FITNESS Chocolate;Romania,Poland,Slovakia;30;399;8,5;70,7;20;20;7,5;4,3;0,04;0;7;318;45,9;0;0;0;1,04;10,2;0,91;121;4,24;0;0;0;0;566;11;0;0;0;0;EUR;311,4079166
CP_191;RTE;FITNESS & Fruit;Romania,Poland,Slovakia;40;363;7,4;73,8;24,7;24,7;2,7;1,7;0;0;6,9;287;42,5;0;0;0;0,93;9,54;0,87;114;3,84;0;0;0;0;504;9,78;0;0;0;0;EUR;458,5227877
CP_192;RTE;Muesli Traditional;Turkey;45;378;11,9;62,2;14,9;14,9;6,7;1;0;0;10,5;243;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;AMA;335,7709572
CP_193;RTE;Muesli Tropical;Poland,Poland;45;381;9,5;65,4;19,5;19,5;7,2;3,5;0;0;8,4;229;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EUR;228,8131776
CP_194;RTE;FITNESS Delice;Italy & Malta,France,Spain,Portugal;30;399;9,7;62,2;24,1;24,1;10,3;2,5;0,14;0;9;259;43,3;2,5;0;0,6;1,1;14,2;1,11;150;4,45;0;0;0;0;1068;12;0;0;0;0;EUR;412,879829
CP_195;RTE;ESTREL(L)ITAS Biscuit Maria Taste;Portugal,Spain;30;409;7,4;76,5;23,9;23,9;7,1;0,8;0,03;0;4,6;138;41,9;3;0;0,97;1,25;14;1,25;181;5,17;0;0;0;0;457;8,49;0;0;0;0;EUR;133,6397
CP_196;RTE;FITNESS;Philippines,Taiwan,Malaysia,Hong Kong,Singapore,Malaysia,Singapore;30;357;8,2;76,8;17,1;17,1;2;0,9;0;0;7,2;469;52,9;0;0;0;1,14;12,3;1,69;243;0;0;0;0;0;512;10,7;9,5;0;0;0;AMA;192,2932511
CP_197;RTE;FITNESS & Fruit;Malaysia,Philippines,Thailand,Vietnam,Singapore,Sri Lanka;40;345;6,6;76,3;30,2;30,2;1,5;0,7;0;0;6,3;363;40;0;0;0;0,88;9,4;1,31;187;0;0;0;0;0;397;8,5;7,3;0;0;0;AMA;202,738415
CP_198;RTE;FITNESS Honey Almonds;Malaysia,Philippines,Taiwan,Thailand,Sri Lanka,Singapore,Thailand;30;372;8,8;73,8;20,3;20,3;4,6;1,1;0;0;6,9;418;47,1;0;0;0;1,06;11,2;1,51;219;0;0;0;0;0;476;9,8;8,7;0;0;0;AMA;203,2754819
CP_204;RTE;CHOCAPIC;South Africa,Mozambique;30;377;8,3;75,3;28,6;28,6;4,7;1,9;0;0;6;127;31,9;0;0;0;1,2;13,3;1,25;216;4,54;0;0;0;0;583;16,7;0;0;0;0;AMA;335,356551
CP_205;RTE;ESTREL(L)ITAS;South Africa,Mozambique;30;380;7,3;77,9;25;25;4,3;1,7;0;0;5,9;145;38;0;0;0;0,94;10,9;1,01;166;3,59;0;0;0;0;562;11;0;0;0;0;AMA;86,2389666
CP_206;RTE;CHOCAPIC;Chile;30;348;9,3;68,4;16,7;16,7;4,1;1,5;0,01;0,1;9,5;395;50,9;0;0;1,07;0,94;11,7;1,26;177;6,1;0;0;0;0;1105;15;8,34;0;0;0;LATAM;4512,674025
CP_207;BAR;FITNESS Crunchy Caramel;Russian Fed.,Mexico,Italy & Malta,Saudi Arabia,Greece,Utd.Arab Emir.,Kuwait,Israel,Chile,Portugal,Hungary,Russia exports (Georgia, Armenia, Belarus, Uzbekistan),Colombia,Czech Republic,Lebanon,Slovakia;23,5;383;5,9;69,3;30,3;30,3;6,9;3,6;0,06;0;5,8;282;46,9;0;0;0;1,77;18,4;1,6;231;6,72;0;0;0;0;744;12,9;0;0;0;0;LATAM,AMA,EUR;314,1925556
CP_208;RTE;CHEERIOS Chocolate;Mexico,Trinidad,Tobago;30;373;6,6;79,4;28,8;28,8;3,2;1;0;0;4,7;444;49,9;0;0;1,01;1,01;12,5;1,24;229;5,98;0;0;0;0;504;12;9,01;0;0;0;LATAM;330,5770965
CP_209;RTE;NESQUIK Duo;Italy & Malta,Germany,Greece,Finland,Belgium,Austria,Sweden,Cyprus;30;392;8,3;72,9;25,7;25,7;5,7;2,9;0,03;0;7,8;168;47,9;3;0;1;1,2;14,2;1,29;176;5,2;0;0;0;0;400;9,3;0;0;0;0;EUR;1161,594378
CP_210;RTE;CHOCAPIC;France;30;386;8,1;74,6;28,8;28,8;4,5;1,3;0,02;0;7,4;130;31,9;3;0;0,93;1,27;13,8;1,26;176;5,23;0;0;0;0;479;11,7;0;0;0;0;EUR;2533,951051
CP_211;RTE;Corn Flakes;United Kingdom,United Kingdom,Ireland,Ireland,United Kingdom,Sweden;30;385;7,4;85,1;8,3;8,3;1,1;0,3;0;0;2,5;387;0;0;0;0;1,59;20;1,47;219;4,59;0;0;0;0;0;16,3;0;0;0;0;UKA,EUR;807,007352
CP_212;RTE;HONEY FLAKES;United Kingdom,Ireland;30;381;5,6;85,8;29,9;29,9;0,8;0,2;0;0;4;373;0;0;0;0;1,2;15;1,1;164;3,44;0;0;0;0;0;12,3;0;0;0;0;UKA;554,940498
CP_213;RTE;Corn Flakes;Israel,Finland,Norway,Denmark,Sweden;30;381;7,4;82,6;9,1;9,1;1,4;0,6;0;0;4,2;725;0;0;0;0;1,33;16,8;1,23;192;3,88;0;0;0;0;0;0;0;0;0;0;EUR;170,534139
CP_214;RTE;GOLD;Poland,Poland,Baltics & Balkans & Exports,Russian Fed.,Romania,Spain,Italy & Malta,Romania,Baltics & Balkans & Exports,Israel,Italy & Malta,Morocco,Ukraine,Portugal,Czech Republic,Germany,Czech Republic,Slovakia,Germany,France,Hungary,Hungary,Ukraine,Iran,Algeria,Slovakia,Bulgaria,Austria,Switzerland,Kazakhstan,Norway,France,Russia others,Bulgaria,Russia exports (Georgia, Armenia, Belarus, Uzbekistan),Russia Professionals;30;400;7,6;80,3;29,7;29,7;4,6;1;0;0;3,4;493;0;0;0;0;1,26;16,5;1,19;186;4,92;0;0;0;0;0;0;0;0;0;0;AMA,EUR;10876,47457
CP_215;RTE;LION;Finland,Denmark,Sweden,Norway;30;401;8,7;76,3;29,7;29,7;5,5;2,2;0;0;5,5;180;41,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EUR;281,284466
CP_217;RTE;PLUS Iron;China,Australia,New Zealand,Nestrade;40;389;8,7;71,4;18,2;18,2;6;1,5;0;0;7,5;191;48,3;0;25;1,38;1,05;6,3;0,8;200;0;0;0;0;2,5;300;7,5;4,5;0;0;0;AMA,UKA,EUR;975,8109574
CP_218;GRA;Granola Traditional;Brazil,Brazil;45;405;11;63,7;22,5;22,5;11,7;2,3;0;0;7,8;101;70,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LATAM;218,089474
CP_220;RTE;Corn Flakes;Mexico,Honduras,Guatemala,Dominican Rep.,Peru,Colombia,Nicaragua,Costa Rica,El Salvador,Panama,Caribbean,Jamaica,Trinidad,Tobago,Ecuador;30;366;6;80;11,1;11,1;2;0,3;0;0;4,2;622;42,6;0;0;0,82;0,84;9,75;0,9;169;4,59;0;0;0;0;500;10,5;7,92;0;0;0;LATAM;11200,53903
CP_223;GRA;LION Granola;France,Greece,Spain,Portugal,Belgium,France,Finland,Belgium;45;412;9,3;67,2;25,8;25,8;10,1;3,7;0,09;0;7;263;60,9;0;0;0;0;0;0;0;0;0;0;0;0;413;0;0;0;0;0;EUR;472,1641331
CP_224;RTE;GOLD;Turkey,Malaysia,Taiwan,Singapore;30;378;5,6;83,1;29,9;29,9;1,6;0,3;0;0;4,6;333;27,9;0;0;0;1,06;11,6;1,09;159;3,99;0;0;0;0;552;9,5;0;0;0;0;AMA;176,0932654
CP_225;RTE;LION;South Africa;30;393;8,9;73,5;29,7;29,7;5,5;2,4;0;0;6,9;174;41,8;0;0;0;1,15;12,8;1,22;217;4,34;0;0;0;0;700;12,7;0;0;0;0;AMA;155,965862
CP_226;RTE;Rice Crispies;United Kingdom,United Kingdom,United Kingdom,Ireland,Ireland,Ireland;30;385;7,5;85,3;9,3;9,3;1,2;0,4;0;0;1,5;234;0;0;0;0;1,47;23,5;1,78;259;4,99;0;0;0;0;0;12,4;0;0;0;0;UKA;1017,406283
CP_227;RTE;NESQUIK Coco Rice;Spain,Finland,United Kingdom,Portugal,Switzerland,United Kingdom,Ireland,Ireland;30;382;6,3;82,1;28,1;28,1;2,4;1,1;0;0;3,4;165;0;3;52,1;0;1,07;16,4;1,28;192;3,63;0;0;0;0;546;11,6;0;0;0;0;EUR,UKA;36,0097052
CP_228;RTE;CHOCAPIC Duo;France,Portugal,French Polynesia;30;392;8,1;74,8;28,8;28,8;5,3;1,8;0,03;0;6,3;103;36,4;3;0;0,97;1,3;14,3;1,31;180;5,39;0;0;0;0;635;10;0;0;0;0;EUR,AMA;330,1988032
CP_229;RTE;Corn Flakes;Poland;30;381;7,4;82,6;9,1;9,1;1,4;0,6;0;0;4,2;726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EUR;50,05045485
CP_230;BAR;FITNESS Delice White Chocolate;Italy & Malta,Greece,Israel,Romania,France,Spain,Hungary,Belgium,Nestlé Pro Italy,Poland,Slovakia,Portugal,Finland,Cyprus,Cyprus,Portugal;22,5;379;6,3;67,5;25,7;25,7;7,2;4,1;0,1;0;5,5;288;33,2;0;0;0;1,45;17,4;1,24;188;5,28;0;0;0;0;1334;11;0;0;0;0;EUR;248,3859471
CP_231;BAR;FITNESS Delice Duo;Italy & Malta,Portugal,Nestlé Pro Italy,Cyprus,Greece,Finland;22,5;375;6,4;66,7;24,6;24,6;6,9;3,8;0,1;0;6,4;293;33,2;0;0;0;1,45;18,5;1,24;190;5,35;0;0;0;0;1332;12,1;0;0;0;0;EUR;72,87618258
CP_232;BAR;FITNESS Delice Milk Chocolate;France,Greece,Romania,Israel,Hungary,Nestlé Pro Italy,Czech Republic,Portugal,Poland,Baltics & Balkans & Exports,Slovakia,Cyprus;22,5;380;6,4;67,5;26,8;26,8;7,2;3,7;0,07;0;5,9;281;30,8;0;0;0;1,4;16,3;1,15;190;5,45;0;0;0;0;1169;11,6;0;0;0;0;EUR;391,7652432
CP_233;BAR;FITNESS Delice Chocolate Hazelnut;Greece,Italy & Malta,Romania,Israel,France,Nestlé Pro Italy,Belgium,Portugal,Hungary,Poland,Czech Republic,Cyprus,Cyprus,Baltics & Balkans & Exports;22,5;381;6,4;67,8;26,9;26,9;7,3;3,8;0,06;0;5,8;281;32,5;0;0;0;1,3;16,7;1,09;180;5,13;0;0;0;0;1160;11,6;0;0;0;0;EUR;263,0824156
CP_234;RTE;FITNESS Delice Red Fruit;Italy & Malta,France,Switzerland;30;335;6;64,2;23,9;23,9;2,5;0,5;0;0;5,2;220;42;0;0;0;1,13;11;1,18;127;4,27;0;0;0;0;491;10,7;0;0;0;0;EUR;10,2527348
CP_236;BAR;NESQUIK Delice;France,Romania,Portugal,Poland,Czech Republic,Slovakia,Italy & Malta,Spain;23;400;5,7;63,7;33,5;33,5;11,4;4,9;0,14;0;4,5;170;23,7;5;0;0;1;12,3;1,1;190;4,79;0;0;0;0;1555;15,4;0;0;0;0;EUR;163,4519311
CP_237;RTE;"KOKO KRUNCH ""ALL IN ONE""";Philippines;35;374;7,4;78,7;35,1;35,1;3,2;1,3;0;0;5,7;187;27,6;0;0;0;1,25;14;1,5;175;3;0;0;0;0;342;13,6;0;0;0;0;AMA;574,9579962
CP_238;RTE;Oats by CHEERIOS – Original;Turkey,Poland,Romania,United Kingdom,Hungary,Czech Republic,Baltics & Balkans & Exports,Poland,Ireland,Bulgaria;30;385;10,6;69,7;22,6;22,6;5,2;0,9;0;0;8,5;277;74,2;0;0;0;1,23;14;1,31;204;5,1;0;0;0;0;548;14,5;0;0;0;0;AMA,UKA,EUR;416,5684852
CP_239;RTE;Oats by CHEERIOS – Cinnamon;United Kingdom,Poland,Romania,Hungary,Czech Republic,Baltics & Balkans & Exports,Bulgaria,Ireland;30;385;10,6;69,7;22,5;22,5;5,2;0,9;0;0;8,5;276;73,9;0;0;0;1,23;14;1,3;203;5,09;0;0;0;0;548;14,5;0;0;0;0;EUR,UKA;468,9794435
CP_240;RTE;MILO Protein Clusters;Australia;45;420;12,2;61;26,5;26,5;12,5;2,1;0,18;0;7,4;56;39,7;5,6;22;1,22;0,95;5,5;0,89;200;0;0;0;0;4,8;442;6,7;4;0;0;0;UKA;131,667771
CP_241;RTE;Corn Flakes - Chocolate;Poland,Baltics & Balkans & Exports,Romania,Spain,Portugal,Czech Republic,Hungary,Slovakia,France,Bulgaria,Ukraine;30;394;6;81,6;28,3;28,3;3,9;1,7;0,02;0;4;522;0;0;0;0;1,16;15,1;1,07;167;4,54;0;0;0;0;0;0;0;0;0;0;EUR;656,9797573
CP_245;RTE;FITNESS & Yoghurt;Russian Fed.,Kazakhstan,Azerbaidjan,Russia exports (Georgia, Armenia, Belarus, Uzbekistan);30;384;8,9;71,2;18;18;7;5,2;0,05;0;6,8;393;79,9;0;0;0;1,17;12,8;1,37;163;4,56;0;0;0;0;575;7,88;0;0;0;0;EUR;163,661419
CP_248;RTE;CHEERIOS Honey;Israel;30;373;7,5;77;33,3;33,3;2,5;0,5;0;0;6,5;569;64,3;2,58;44;0;0,97;12,6;1,02;165;3,88;0;0;0;0;576;12,3;0;0;0;0;EUR;161,8778613
CP_249;BAR;FITNESS Delice Dark Chocolate;Nestlé Pro Italy,Spain,France;22,5;383;6,2;66,4;24,8;24,8;8,1;4,2;0,02;0;6,5;268;30,5;0;0;0;1,36;14;1,4;200;5,4;0;0;0;0;1135;13,2;0;0;0;0;EUR;81,96984311
CP_252;RTE;OAT CRISP Almond;Chile;30;371;9,7;67,1;19,5;19,5;7,1;1;0,01;0;9,4;215;73,7;0;0;1,05;1,3;15;1,35;200;6,32;0;0;0;0;818;11,7;11;0;0;0;LATAM;120,056244
CP_253;RTE;OAT CRISP Raisin;Chile;30;348;8,4;69,9;22,2;22,2;3,7;0,8;0;1,1;8,7;201;72;0;0;0,99;1,1;14;1,3;180;6;0;0;0;0;900;11,7;10;0;0;0;LATAM;88,258023
CP_255;RTE;LION Wild;France,Germany,Spain,Belgium,Austria,Malta;30;421;6,7;66,6;26,8;26,8;13,1;2,1;0,15;0;5,2;361;27,9;0;0;0;1;9,3;1;106;3,65;0;0;0;0;1080;9,6;0;0;0;0;EUR;1083,828622
CP_258;GRA;FITNESS Protein Granola Honey;Denmark;45;414;13,5;65,1;22,3;22,3;9,6;1,8;0;0;6,3;131;64,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EUR;19,1093364
CP_259;RTE;CRUNCH MAX;France;30;427;7,8;63,3;22,1;22,1;14,5;1,8;0,41;0;5,6;157;27;0;0;0;1,15;10,8;1,17;124;4,24;0;0;0;0;1030;11,4;0;0;0;0;EUR;214,4600448
CP_260;RTE;KOKO KRUNCH Duo;Malaysia,Singapore,Bangladesh;30;383;7,9;76,8;30;30;4,9;2,2;0;1,5;5,2;121;31,5;0;0;0;1,6;18;2;200;6;0;0;0;0;626;14;0;0;0;0;AMA;328,9608
CP_261;RTE;MILO;Nigeria,Ghana;30;390;9,3;75,1;29,8;29,8;4,6;1,8;0,03;0,1;5,5;108;31,9;3,66;0;1,06;1,53;16,1;1,46;209;6,37;0;0;0;0;622;10,7;0;0;0;0;AMA;276,4528141
CP_262;RTE;FITNESS CHOCOLATE;Chile,Colombia,Dominican Rep.,Ecuador,Trinidad,Tobago,Caribbean,Bolivia;30;369;8,6;68,3;17,2;17,2;6,8;4,5;0,01;0,1;10,4;294;43,5;0;0;0,93;1,06;13,7;1,27;161;6,52;0;0;0;0;569;12;11;0;0;0;LATAM;200,8277224
CP_263;BAR;FITNESS Natural bar;Italy & Malta,Portugal,Romania,Mexico,Nestlé Pro Italy,Italy & Malta,Colombia,Russian Fed.,Switzerland;23,5;379;6,1;66,7;20,7;20,7;7,2;3,4;0,06;0;6,5;335;36,2;0;0;0;1,4;17,4;1,48;188;5,28;0;0;0;0;809;11;0;0;0;0;LATAM,EUR;241,045061
CP_264;BAR;FITNESS Strawberry bar;Russian Fed.;23,5;379;5,9;67;22,6;22,6;7,3;3,4;0,06;0;6,1;320;55,6;0;0;0;1,4;14,5;1,4;200;5,2;0;0;0;0;798;12;0;0;0;0;EUR;2,19699996
CP_265;BAR;Muesli Chocolate Banana;Poland,Hungary,Baltics & Balkans & Exports,Romania,Czech Republic,Bulgaria,Slovakia;35;407;5,6;64,5;22,3;22,3;12;6,2;0,08;0;3,8;120;31,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EUR;64,8826689
CP_266;BAR;Muesli Chocolate;Poland,Baltics & Balkans & Exports,Hungary,Romania,Czech Republic,Slovakia,Bulgaria;35;401;6,4;65,3;23,4;23,4;10,6;4,7;0,09;0;4;141;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EUR;91,68247368
CP_267;BAR;Muesli Cherry;Romania,Poland,Hungary,Baltics & Balkans & Exports,Czech Republic,Slovakia;35;377;5,9;67,6;21,3;21,3;7;2,5;0,04;0;4,3;82;36,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EUR;62,43434064
CP_268;BAR;Muesli Strawberry;Poland;35;377;6;67,7;21;21;7;2,5;0,04;0;4,5;82;36,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EUR;2,52
CP_269;RTE;NESQUIK;Morocco,Nestrade,Algeria,Iran;30;369;8,4;75,8;24,9;24,9;1,7;0,6;0;0;8,7;177;51,4;2,5;0;1;1,3;14,9;1,35;185;5,5;0;0;0;0;474;10,4;0;0;0;0;EUR,AMA;475,0650299
CP_271;GRA;CINI MINIS Granola;France,Mexico,France,Switzerland,Caribbean,Jamaica,Trinidad,Tobago,Dominican Rep.,Belgium;45;416;7,7;72,2;22,1;22,1;9,5;1,1;0,06;0;5,2;235;52,1;0;0;0;0;0;0;0;0;0;0;0;0;393;0;0;0;0;0;LATAM,EUR;141,2340008
CP_272;GRA;SHREDDIES MAX Granola;United Kingdom,Ireland;45;404;13,4;66,8;18,9;18,9;7,5;0,9;0;0;7,7;157;73,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UKA;217,2732016
CP_273;GRA;SHREDDIES MAX Cranberries Granola;United Kingdom,Ireland;45;403;13,4;67,9;19;19;7;0,8;0;0;7,1;156;66,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UKA;150,4888056
CP_274;RTE;SHREDDED WHEAT Rye & Quinoa;United Kingdom,Ireland;40;373;10,6;71,8;15,3;15,3;2,5;0,5;0,01;0;10,2;68;87,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UKA;106,9098113
CP_275;RTE;SHREDDED WHEAT Spelt & Barley;United Kingdom,Ireland;40;373;10,7;71,8;14,8;14,8;2,4;0,5;0;0;10,3;66;88,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UKA;150,139834
CP_276;GRA;FITNESS GRANOLA Cranberries and Pumpkin Seeds;Portugal,Italy & Malta,Philippines,Italy & Malta,Philippines,Spain,Portugal,Spain,France,Turkey,Turkey,China,Portugal,Greece,Utd.Arab Emir.,China,Saudi Arabia,Mexico,Utd.Arab Emir.,Saudi Arabia,Malaysia,Colombia,Poland,Mexico,Peru,Poland,Malaysia,Poland,Colombia,Guatemala,Kuwait,Taiwan,Israel,Dominican Rep.,Dominican Rep.,Israel,Peru,Thailand,Kuwait,Germany,Taiwan,Israel,Greece,Germany,Panama,Finland,Lebanon,Singapore,Thailand,Lebanon,Singapore,Caribbean,France,El Salvador,Costa Rica,Finland,Jamaica,Jamaica,Chile,Ecuador,Nicaragua,Ecuador,Caribbean,Trinidad,Tobago,Trinidad,Tobago,Chile,Guatemala,Denmark,Panama,El Salvador,Costa Rica,France,Nicaragua,France;45;398;10;66,8;19,5;19,5;10;1,4;0;0;6,7;121;61,3;0;0;0;0;0;0;0;0;0;0;0;0;422;0;0;0;0;0;AMA,LATAM,EUR;2363,131689
CP_277;GRA;FITNESS Granola Honey - Mulder Reference: KRMB_OLYMPUS_CALC_HOSUN_H;Honduras,France,Greece;45;410;8,9;68,7;22,9;22,9;9,6;1,8;0;0;6,4;86;66,1;0;0;0;0;0;0;0;0;0;0;0;0;424;0;0;0;0;0;LATAM,EUR;144,4900442
CP_282;GRA;NESQUIK Granola ;France,Greece,Belgium,Mexico,Denmark,Sweden,Panama,Dominican Rep.,Guatemala,Jamaica,Costa Rica,Caribbean,Trinidad,Tobago,Finland,Germany;45;433;8,1;63,4;21,4;21,4;14,7;1,9;0,1;0;7,4;95;59,2;0;0;0;0;0;0;0;0;0;0;0;0;427;6,9;0;0;0;0;LATAM,EUR;294,4288694
CP_283;GRA;CHOCAPIC Granola;France,Spain,Chile,Portugal,Belgium,Bolivia,New Caledonia;45;431;8,5;64,4;19,4;19,4;14,1;2,1;0;0;6,4;93;53,7;0;0;0;0;0;0;0;0;0;0;0;0;438;0;0;0;0;0;EUR,LATAM,AMA;511,3419536
CP_284;RTE;Oats by CHEERIOS;Malaysia,Singapore;40;368;9,4;67,4;23,1;23,1;6,8;1,4;0,06;0,6;10,8;247;68,1;0;0;0;1,6;18;1,8;225;6;0;0;0;0;450;12;0;0;0;0;AMA;70,73528598
CP_285;RTE;OATS BY CHEERIOS – Cranberry;Romania,Hungary,Baltics & Balkans & Exports,Poland,Czech Republic,Bulgaria;40;382;9,8;70,9;25,5;25,5;4,8;0,9;0;0;8,2;256;68,3;0;0;0;1,2;12,9;1,2;187;4,69;0;0;0;0;505;13,4;0;0;0;0;EUR;98,35296884
CP_286;RTE;CHEERIOS Honey;Brazil;30;355;7;75,2;29,9;29,9;2,9;0,8;0;0;9;344;45,3;0;0;0;0,99;14,6;1,11;220;4,93;0;0;0;0;586;11,4;4,73;0;0;0;LATAM;481,0645404
CP_287;GRA;CLUSTERS Granola - Milk Chocolate;France,France,France,Belgium,Belgium,Greece,Greece,Greece,Belgium,Portugal,Switzerland,Portugal,Switzerland,France;45;424;8,1;67,9;22,3;22,3;11,9;2,7;0,08;0;8,1;127;46,4;0;0;0;0;0;0;0;0;0;0;0;0;425;0;0;0;0;0;EUR;706,6513576
CP_288;GRA;CLUSTER Granola - Dark Chocolate;Chile,Greece,France,Peru;45;423;8,2;67;21,1;21,1;12,1;2,8;0,1;0;8,2;56;44,8;0;0;0;0;0;0;0;0;0;0;0;0;489;0;0;0;0;0;EUR,LATAM;101,7602488
CP_289;GRA;CLUSTERS Granola - Caramel;Greece,Chile,France;45;424;8,2;67,5;21,2;21,2;12,1;2,9;0,08;0;6;191;45,2;0;0;0;0;0;0;0;0;0;0;0;0;433;0;0;0;0;0;LATAM,EUR;71,6569266
CP_290;RTE;NESQUIK Alphabet;Turkey;30;383;7,7;75;27,9;27,9;4;1,7;0;0;7,4;204;44,5;0;0;1;1,29;15,7;1,33;181;5,53;0;0;0;0;487;10,6;0;0;0;0;AMA;192,3665122
CP_295;BAR;NESQUIK Bar - For Germany/Austria;Germany,Austria;25;410;7,5;61;29,9;29,9;12,9;7,4;0,27;0;4,8;198;22,1;0;0;0;1;12,5;1;170;4,42;0;0;0;0;1106;0;0;0;0;0;EUR;138,3911024
CP_296;RTE;ESTREL(L)ITAS - Lower Sugar;Chile,Peru;30;395;7;78,1;16;16;6,1;2;0,03;0;4,7;72;44,1;0;0;1;1,28;14,4;1,61;196;7,47;0;0;0;0;501;10,6;9;0;0;0;LATAM;500,4861371
CP_297;RTE;CHEERIOS Honey Nut - For Israel;Israel,Israel;30;361;7,8;75,6;29,6;29,6;3,1;0,6;0,01;0;7,4;413;68,1;2,62;46;0;0,98;12,9;1,05;180;3,96;0;0;0;0;541;12,1;0;0;0;0;EUR;953,425233
CP_301;RTE;FITNESS Delice Red Fruit;Russian Fed.,Kazakhstan,Russia exports (Georgia, Armenia, Belarus, Uzbekistan);30;325;6,3;64,8;24,5;24,5;2,1;0,4;0;0;5,9;231;43,4;0;0;0;1,18;13;1,37;169;4,68;0;0;0;0;518;7,58;0;0;0;0;EUR;145,9380804
CP_302;RTE;FIBRE 1;Israel;30;210;8;38,6;2,3;2,3;2,6;0,7;0,01;0;44,8;295;48;3;0;0,87;1,16;13;1,17;171;4,8;0;0;0;0;353;7,4;0;0;0;0;EUR;260,5514005
CP_312;BAR;CLUSTERS Dark Chocolate Bar;France,Germany,Greece,Belgium,Portugal,Austria,Switzerland,Cyprus;35;410;6,3;63,5;25,9;25,9;12,2;6,2;0,06;0;6,7;240;38,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EUR;220,2675989
CP_313;BAR;CLUSTERS Salty Caramel Bar;France,Greece,Germany,Portugal,Belgium,Cyprus,Switzerland,Austria;35;404;6,1;65;26,8;26,8;10,9;5,4;0,07;0;6,4;280;39,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EUR;155,2170696
CP_314;BAR;MILO Bar - Fortified with Activ-Go Claim;Thailand,South Africa,Colombia,Malaysia;23,5;406;7,5;60,4;29,9;29,9;11,6;6,1;0,1;4;5,5;202;23,4;0;0;0;2,37;22,7;1,94;277;8,23;0;0;0;0;963;17,2;0;0;0;0;LATAM,AMA;215,8301111
CP_315;GRA;CHEERIOS Granola;Mexico,Denmark,Sweden,Panama,Jamaica,Norway,Guatemala,Ecuador,Finland,Caribbean,Dominican Rep.,Costa Rica,Trinidad,Tobago,Greece,Switzerland;45;396;8,2;70;21,8;21,8;9,2;1,1;0,05;0;6,4;140;59,3;0;0;0;0;0;0;0;0;0;0;0;0;469;0;0;0;0;0;LATAM,EUR;115,7530311
CP_316;BAR;FITNESS Cookies and Cream Bar;Israel,Greece,Italy & Malta,Finland,Czech Republic,Baltics & Balkans & Exports,Bulgaria,Belgium,Cyprus;23,5;382;6,4;62,1;21,6;21,6;8,8;5,6;0,09;0;8;280;28,2;0;0;0;1,84;18,1;1,78;226;6,26;0;0;0;0;905;12;0;0;0;0;EUR;239,0892884
CP_317;GRA;NESQUIK Granola;Brazil;45;415;8,1;67;24,9;24,9;12,7;4,6;0,02;0;6,2;359;47;0;0;0;0;0;0;0;0;0;0;0;0;445;0;0;0;0;0;LATAM;268,3571835
CP_318;GRA;CHEERIOS Granola;Brazil;45;410;7,8;68,3;24,9;24,9;11,6;4,1;0,02;0;6,3;396;48,4;0;0;0;0;0;0;0;0;0;0;0;0;426;0;0;0;0;0;LATAM;187,4949475
CP_319;RTE;OAT CRISP Cheerios Mix;Chile;30;367;9,2;72,1;20,8;20,8;4,7;1;0,01;0;7,8;290;71,2;0;0;2;1,3;14,9;1,55;192;7,94;0;0;0;0;806;13,1;12;0;0;0;LATAM;109,8788292
